_id,issue_type,priority,components
58c1197c11e1802cacc27308,Bug,Major,[]
58c1198011e1802cacc27331,Sub-task,Major,[]
58c1198611e1802cacc27374,Bug,Minor,[]
58c1198b11e1802cacc273a6,Bug,Minor,[]
58c1199111e1802cacc273e2,Improvement,Minor,[]
58c1199811e1802cacc2747e,Improvement,Major,[]
58c1199f11e1802cacc274d9,New Feature,Major,[]
58c119a411e1802cacc27509,New Feature,Minor,[]
58c119a811e1802cacc27580,Wish,Minor,[]
58c119ae11e1802cacc275f3,Bug,Major,[]
58c119b411e1802cacc27637,Improvement,Minor,[]
58c119c011e1802cacc2768d,Improvement,Minor,[]
58c119c411e1802cacc276c3,Task,Trivial,[]
58c119d011e1802cacc27744,Bug,Major,[]
58c119d611e1802cacc277b2,Task,Blocker,[]
58c119db11e1802cacc2781b,Bug,Major,[]
58c119e011e1802cacc27857,Bug,Major,[]
58c119e911e1802cacc278d6,Bug,Minor,[]
58c119ee11e1802cacc27911,Bug,Minor,[]
58c119f611e1802cacc27984,Bug,Trivial,[]
58c119fc11e1802cacc279eb,Improvement,Major,[]
58c11a0211e1802cacc27a6f,Task,Trivial,[]
58c11a0811e1802cacc27ac6,Improvement,Minor,[]
58c11a0d11e1802cacc27af8,Wish,Minor,[]
58c11a1211e1802cacc27b42,Improvement,Minor,[]
58c11a1b11e1802cacc27bd1,Improvement,Minor,[]
58c11a2211e1802cacc27c2b,Bug,Major,[]
58c11a2811e1802cacc27c8a,New Feature,Trivial,[]
58c11a2e11e1802cacc27d07,Improvement,Minor,[]
58c11a3411e1802cacc27d60,New Feature,Major,[]
58c11a3911e1802cacc27da7,New Feature,Minor,[]
58c11a3e11e1802cacc27e01,Improvement,Minor,[]
58c11a4411e1802cacc27e4a,Improvement,Major,[]
58c11a4b11e1802cacc27ef3,Improvement,Trivial,[]
58c11a5011e1802cacc27f41,Improvement,Minor,[]
58c11a5c11e1802cacc28010,Bug,Major,[]
58c11a6311e1802cacc28073,Bug,Minor,[]
58c11a6a11e1802cacc280de,New Feature,Minor,[]
58c11a6e11e1802cacc28129,Bug,Major,[]
58c11a7311e1802cacc28179,Bug,Major,[]
58c11a7911e1802cacc281dd,Bug,Major,[]
58c11a8011e1802cacc28247,Bug,Major,[]
58c11a8511e1802cacc2829f,Bug,Minor,[]
58c11a8b11e1802cacc282f6,Improvement,Minor,[]
58c11a9211e1802cacc28369,Bug,Major,[]
58c11a9911e1802cacc28406,Improvement,Minor,[]
58c11a9f11e1802cacc28462,Improvement,Minor,[]
58c11aa511e1802cacc284c9,Bug,Major,[]
58c11aae11e1802cacc28567,Bug,Major,[]
58c11ab911e1802cacc28604,Bug,Major,[]
58c11ac011e1802cacc2866d,Improvement,Minor,[]
58c11ac611e1802cacc286af,Improvement,Minor,[]
58c11acb11e1802cacc286e0,Task,Minor,[]
58c11acf11e1802cacc2873a,Bug,Major,[]
58c11ad411e1802cacc2878d,Bug,Major,[]
58c11ada11e1802cacc2881d,Bug,Minor,[]
58c11ae011e1802cacc288af,New Feature,Minor,[]
58c11ae711e1802cacc28905,Bug,Major,[]
58c11aee11e1802cacc2896e,Improvement,Minor,[]
58c11af411e1802cacc289b4,Task,Minor,[]
58c11aff11e1802cacc28a60,Bug,Minor,[]
58c11b0411e1802cacc28aec,Bug,Major,[]
58c11b0811e1802cacc28b4d,Improvement,Minor,[]
58c11b0f11e1802cacc28b9e,Improvement,Major,[]
58bfd3fd0ccb2667fe277af4,Bug,Blocker,['server']
58bfd4040ccb2667fe277c34,Bug,Major,['server']
58bfd4100ccb2667fe277dfb,Bug,Critical,['tests']
58bfd4180ccb2667fe277fb0,Improvement,Critical,['java client']
58bfd4210ccb2667fe2780b0,Bug,Major,['java client']
58bfd42f0ccb2667fe278280,New Feature,Minor,"['java client', 'c client', 'server']"
58c118a811e1802cacc2674b,Bug,Major,[]
58c11b2211e1802cacc28d25,Bug,Critical,[]
58c11b5411e1802cacc28fe7,Improvement,Minor,[]
58c11b5811e1802cacc29021,Bug,Critical,[]
58c11b6211e1802cacc290dc,New Feature,Major,[]
58c11ba911e1802cacc29455,New Feature,Major,[]
58c11bd211e1802cacc29723,Improvement,Major,[]
58c11c6611e1802cacc2a03c,Improvement,Minor,[]
58c1186b11e1802cacc26569,Bug,Major,[]
58c1187511e1802cacc265c6,Bug,Major,[]
58c1188211e1802cacc2662a,Bug,Major,[]
58c1189611e1802cacc26671,Bug,Major,[]
58c118a011e1802cacc266e3,Bug,Major,[]
58c118a711e1802cacc26741,Bug,Minor,[]
58c118b011e1802cacc267c3,Improvement,Minor,[]
58c118b611e1802cacc2681f,Improvement,Minor,[]
58c118bd11e1802cacc2687e,Improvement,Minor,[]
58c118c811e1802cacc26933,Test,Minor,[]
58c118cd11e1802cacc2696d,Bug,Major,[]
58c118d411e1802cacc269a3,Improvement,Major,[]
58c118da11e1802cacc269d8,Improvement,Trivial,[]
58c118df11e1802cacc26a3c,Improvement,Minor,[]
58c118e511e1802cacc26a7a,New Feature,Major,[]
58c118ea11e1802cacc26af5,Improvement,Minor,[]
58c118ee11e1802cacc26b21,Bug,Major,[]
58c118f411e1802cacc26b55,Improvement,Trivial,[]
58c118fb11e1802cacc26bc2,New Feature,Minor,[]
58c1190011e1802cacc26c0f,Improvement,Minor,[]
58c1190511e1802cacc26c4f,Bug,Major,[]
58c1190911e1802cacc26caa,Bug,Major,[]
58c1190f11e1802cacc26cdb,New Feature,Minor,[]
58c1191411e1802cacc26d09,Bug,Critical,[]
58c1191a11e1802cacc26d46,Improvement,Trivial,[]
58c1192011e1802cacc26d8f,New Feature,Minor,[]
58c1192711e1802cacc26de7,New Feature,Major,[]
58c1192d11e1802cacc26e50,Bug,Major,[]
58c1193311e1802cacc26e99,Bug,Major,[]
58c1193911e1802cacc26f07,Bug,Major,[]
58c1193e11e1802cacc26f68,New Feature,Minor,[]
58c1194211e1802cacc26fa1,Improvement,Major,[]
58c1194711e1802cacc26fd8,Improvement,Minor,[]
58c1187211e1802cacc265a3,New Feature,Minor,[]
58c1187e11e1802cacc265f5,Bug,Major,[]
58c1188411e1802cacc26649,Bug,Major,[]
58c1189c11e1802cacc266b6,Bug,Minor,[]
58c118a211e1802cacc26706,Bug,Major,[]
58c118ac11e1802cacc2677f,Bug,Major,[]
58c118b211e1802cacc267e7,Improvement,Minor,[]
58c118b911e1802cacc26849,Improvement,Minor,[]
58c118be11e1802cacc268a0,Wish,Minor,[]
58c118c311e1802cacc268e7,Bug,Minor,[]
58c118c911e1802cacc2693c,Improvement,Major,[]
58c118cf11e1802cacc26978,Bug,Minor,[]
58c118d611e1802cacc269b7,Improvement,Major,[]
58c118da11e1802cacc269e1,Improvement,Minor,[]
58c118e011e1802cacc26a4a,New Feature,Major,[]
58c118e611e1802cacc26a83,New Feature,Minor,[]
58c118ec11e1802cacc26b00,Bug,Major,[]
58c118f111e1802cacc26b36,Test,Minor,[]
58c118fe11e1802cacc26bf1,Bug,Major,[]
58c1190411e1802cacc26c47,Bug,Minor,[]
58c1190a11e1802cacc26cb5,Bug,Major,[]
58c1191011e1802cacc26cea,Bug,Major,[]
58c1191511e1802cacc26d1b,Bug,Major,[]
58c1191b11e1802cacc26d5a,Improvement,Major,[]
58c1192311e1802cacc26dbc,Bug,Major,[]
58c1192e11e1802cacc26e5e,Bug,Major,[]
58c1193211e1802cacc26e8b,Bug,Major,[]
58c1193711e1802cacc26eec,Bug,Major,[]
58c1193d11e1802cacc26f5b,Bug,Minor,[]
58c1194111e1802cacc26f9b,Improvement,Minor,[]
58c1194511e1802cacc26fcc,New Feature,Minor,[]
58c1194c11e1802cacc2704b,Bug,Major,[]
58c1195211e1802cacc2708c,Bug,Minor,[]
58c1195611e1802cacc27103,New Feature,Minor,[]
58c1194e11e1802cacc27062,Bug,Minor,[]
58c1195411e1802cacc270bd,New Feature,Major,[]
58c1195a11e1802cacc27162,Improvement,Minor,[]
58c1195f11e1802cacc271a0,New Feature,Major,[]
58c1196311e1802cacc271d3,Bug,Major,[]
58c1196811e1802cacc27205,Bug,Minor,[]
58c1196c11e1802cacc2722d,Improvement,Major,[]
58c1197211e1802cacc2726f,Bug,Minor,[]
58c1197611e1802cacc272a9,Improvement,Major,[]
58c1197b11e1802cacc272f2,Bug,Major,[]
58c1197f11e1802cacc2732a,Sub-task,Major,[]
58c1198711e1802cacc2737b,Bug,Minor,[]
58c1198d11e1802cacc273b5,Bug,Trivial,[]
58c1199311e1802cacc27427,Improvement,Major,[]
58c1199b11e1802cacc27494,Bug,Major,[]
58c119a111e1802cacc274ef,Bug,Minor,[]
58c119a511e1802cacc27528,Bug,Major,[]
58c119aa11e1802cacc27597,Improvement,Minor,[]
58c119af11e1802cacc275fd,Task,Minor,[]
58c119b411e1802cacc27631,Bug,Minor,[]
58c119bf11e1802cacc2767e,Bug,Minor,[]
58c119ca11e1802cacc276e9,Improvement,Major,[]
58c119ce11e1802cacc27726,Improvement,Minor,[]
58c119d411e1802cacc27792,Task,Minor,[]
58c119d811e1802cacc277e9,Improvement,Major,[]
58c119df11e1802cacc27837,Improvement,Minor,[]
58c119e511e1802cacc2789f,Improvement,Trivial,[]
58c119ea11e1802cacc278df,Task,Trivial,[]
58c119f211e1802cacc27934,Improvement,Minor,[]
58c119f811e1802cacc2799a,Improvement,Trivial,[]
58c119fe11e1802cacc27a17,Improvement,Major,[]
58c11a0211e1802cacc27a76,Bug,Major,[]
58c11a0711e1802cacc27abb,Improvement,Minor,[]
58c11a0b11e1802cacc27ae9,Bug,Trivial,[]
58c11a1111e1802cacc27b2b,Bug,Minor,[]
58c11a1711e1802cacc27b72,Bug,Major,[]
58c11a1e11e1802cacc27bf2,Improvement,Minor,[]
58c11a2311e1802cacc27c39,Bug,Minor,[]
58c11a2711e1802cacc27c77,Improvement,Minor,[]
58c11a2c11e1802cacc27cdc,New Feature,Minor,[]
58c11a3311e1802cacc27d5b,Improvement,Trivial,[]
58c11a3a11e1802cacc27db1,Improvement,Major,[]
58c11a4211e1802cacc27e2f,Improvement,Minor,[]
58c11a4911e1802cacc27edb,New Feature,Minor,[]
58c11a4f11e1802cacc27f31,Improvement,Minor,[]
58c11a5411e1802cacc27f7f,New Feature,Minor,[]
58c11a5811e1802cacc27fb6,Bug,Minor,[]
58c11a5e11e1802cacc28029,Bug,Major,[]
58c11a6411e1802cacc28094,Improvement,Major,[]
58c11a6b11e1802cacc280f7,Bug,Major,[]
58c11a7011e1802cacc28147,Bug,Major,[]
58c11a7511e1802cacc28190,Bug,Major,[]
58c11a7a11e1802cacc281e8,Bug,Major,[]
58c11a7f11e1802cacc2822a,Bug,Major,[]
58c11a8511e1802cacc2828f,Bug,Critical,[]
58c11a8c11e1802cacc28305,Bug,Major,[]
58c11a9411e1802cacc28382,Bug,Minor,[]
58c11a9a11e1802cacc2841e,Bug,Major,[]
58c11aa011e1802cacc2846e,Bug,Major,[]
58c11aaa11e1802cacc2852c,Improvement,Minor,[]
58c11ab111e1802cacc28597,Bug,Major,[]
58c11ab711e1802cacc285ea,Bug,Major,[]
58c11abf11e1802cacc28663,Task,Trivial,[]
58c1195c11e1802cacc2717a,Bug,Major,[]
58c1196011e1802cacc271ac,Bug,Minor,[]
58c1196511e1802cacc271e1,Bug,Trivial,[]
58c1196b11e1802cacc2721e,Bug,Minor,[]
58c1196f11e1802cacc2725b,Improvement,Major,[]
58c1197511e1802cacc2729f,Improvement,Major,[]
58c1197811e1802cacc272cf,Bug,Major,[]
58c1197e11e1802cacc27320,Bug,Major,[]
58c1198511e1802cacc2736d,Bug,Minor,[]
58c1198a11e1802cacc2739f,Bug,Minor,[]
58c1198f11e1802cacc273c6,Bug,Major,[]
58c1199411e1802cacc27437,New Feature,Minor,[]
58c1199a11e1802cacc2748c,Bug,Major,[]
58c119a011e1802cacc274e8,Improvement,Minor,[]
58c119a611e1802cacc27545,Bug,Major,[]
58c119ad11e1802cacc275b7,Bug,Major,[]
58c119b311e1802cacc27629,Bug,Major,[]
58c119bf11e1802cacc27686,Bug,Major,[]
58c119c311e1802cacc276af,Improvement,Major,[]
58c119c711e1802cacc276df,Improvement,Trivial,[]
58c119cd11e1802cacc2770d,Task,Trivial,[]
58c119d111e1802cacc2775e,Improvement,Major,[]
58c119d511e1802cacc277a7,New Feature,Minor,[]
58c119dc11e1802cacc27822,New Feature,Minor,[]
58c119e211e1802cacc2787a,Improvement,Major,[]
58c119e711e1802cacc278c3,Improvement,Trivial,[]
58c119ed11e1802cacc2790a,Bug,Major,[]
58c119f511e1802cacc27976,Improvement,Trivial,[]
58c119fb11e1802cacc279da,Improvement,Trivial,[]
58c11a0011e1802cacc27a44,Improvement,Minor,[]
58c11a0511e1802cacc27a9d,Task,Trivial,[]
58c11a0a11e1802cacc27ada,Bug,Minor,[]
58c11a0f11e1802cacc27b08,Bug,Minor,[]
58c11a1311e1802cacc27b47,Task,Trivial,[]
58c11a1a11e1802cacc27bc9,New Feature,Trivial,[]
58c11a2011e1802cacc27c11,Improvement,Major,[]
58c11a2611e1802cacc27c64,New Feature,Major,[]
58c11a2c11e1802cacc27cc8,Improvement,Minor,[]
58c11a3011e1802cacc27d25,Bug,Major,[]
58c11a3711e1802cacc27d87,Improvement,Minor,[]
58c11a3d11e1802cacc27de1,Improvement,Minor,[]
58c11a4511e1802cacc27e72,Bug,Major,[]
58c11a4d11e1802cacc27f09,Improvement,Minor,[]
58c11a5311e1802cacc27f77,Improvement,Major,[]
58c11a5911e1802cacc27fbf,Improvement,Minor,[]
58c11a5f11e1802cacc28041,Bug,Major,[]
58c11a6a11e1802cacc280e9,Bug,Major,[]
58c11a7111e1802cacc28153,Bug,Major,[]
58c11a7711e1802cacc281b4,Bug,Major,[]
58c11a7c11e1802cacc28200,Bug,Major,[]
58c11a8111e1802cacc2825f,Improvement,Minor,[]
58c11a8911e1802cacc282ce,Bug,Major,[]
58c11a8e11e1802cacc28327,Improvement,Minor,[]
58c11a9611e1802cacc283d6,Improvement,Major,[]
58c11a9c11e1802cacc28433,Bug,Major,[]
58c11aa111e1802cacc2848b,Bug,Major,[]
58c11aab11e1802cacc28538,Bug,Major,[]
58c11ab011e1802cacc28584,Improvement,Minor,[]
58c11ab711e1802cacc285e6,Bug,Minor,[]
58c11abc11e1802cacc2862f,Improvement,Major,[]
58c11ac111e1802cacc2867e,Improvement,Minor,[]
58c11ac711e1802cacc286b5,Improvement,Trivial,[]
58c11ac411e1802cacc2869b,Bug,Minor,[]
58c11aca11e1802cacc286d2,Bug,Major,[]
58c11ae111e1802cacc288ca,New Feature,Minor,[]
58c11aee11e1802cacc28975,Task,Trivial,[]
58c11af411e1802cacc289af,New Feature,Trivial,[]
58c11afb11e1802cacc28a13,Task,Minor,[]
58c11b0011e1802cacc28a67,Improvement,Trivial,[]
58c11b0511e1802cacc28af7,Bug,Major,[]
58c11b0a11e1802cacc28b5c,Improvement,Major,[]
58c11b1011e1802cacc28ba5,New Feature,Major,[]
58bfd3f10ccb2667fe2779bb,Bug,Critical,[]
58bfd3fa0ccb2667fe277aba,Test,Major,['tests']
58bfd4040ccb2667fe277c33,Bug,Major,['server']
58bfd40e0ccb2667fe277dca,Bug,Major,['tests']
58bfd4210ccb2667fe2780b7,Bug,Major,"['security', 'server']"
58bfd42b0ccb2667fe27824c,Bug,Major,['build']
58bfd4380ccb2667fe278388,Bug,Blocker,"['security', 'server']"
58c11aa411e1802cacc284ae,Bug,Critical,[]
58c11b5111e1802cacc28fbe,Bug,Critical,[]
58c11b5511e1802cacc29001,Bug,Minor,[]
58c11b5e11e1802cacc290b3,Bug,Major,[]
58c11b8f11e1802cacc292ac,Improvement,Minor,[]
58c11baa11e1802cacc29461,Bug,Major,[]
58c11bd011e1802cacc29712,Bug,Minor,[]
58c11c0911e1802cacc29ad2,Bug,Major,[]
58c11ad111e1802cacc28759,Bug,Major,[]
58c11ad611e1802cacc287a2,Task,Minor,[]
58c11adb11e1802cacc2883a,Improvement,Minor,[]
58c11ae111e1802cacc288d0,Wish,Minor,[]
58c11ae911e1802cacc28927,Bug,Minor,[]
58c11af011e1802cacc28981,Bug,Major,[]
58c11af511e1802cacc289c0,Task,Trivial,[]
58c11afc11e1802cacc28a27,Improvement,Minor,[]
58c11b0111e1802cacc28a87,New Feature,Minor,[]
58c11b0b11e1802cacc28b64,Bug,Critical,[]
58bfd4000ccb2667fe277b9d,Bug,Major,['java client']
58bfd4090ccb2667fe277cdd,Bug,Blocker,['documentation']
58bfd41e0ccb2667fe27809a,Improvement,Trivial,['server']
58bfd4260ccb2667fe2781d8,Test,Major,"['java client', 'tests', 'recipes']"
58bfd43b0ccb2667fe2784ae,Test,Major,['build']
58c11b1f11e1802cacc28d07,Improvement,Minor,[]
58c11b5211e1802cacc28fcd,Bug,Major,[]
58c11b5711e1802cacc2901b,Bug,Major,[]
58c11b6111e1802cacc290d8,Bug,Major,[]
58c11b6911e1802cacc2914c,Improvement,Minor,[]
58c11b9a11e1802cacc2934c,Bug,Major,[]
58c11bb011e1802cacc294d5,Sub-task,Minor,[]
58c11bea11e1802cacc298c3,Bug,Major,[]
58c118cb11e1802cacc26959,Bug,Minor,[]
58c11aa111e1802cacc2847a,Bug,Major,[]
58c11aa711e1802cacc284f8,New Feature,Major,[]
58c11aaf11e1802cacc2856f,Improvement,Major,[]
58c11ab611e1802cacc285d6,Bug,Major,[]
58c11abe11e1802cacc28648,Bug,Major,[]
58c11ac411e1802cacc28693,Bug,Blocker,[]
58c11ac811e1802cacc286bb,Task,Minor,[]
58c11ace11e1802cacc28720,Bug,Major,[]
58c11ad811e1802cacc287da,Improvement,Minor,[]
58c11adf11e1802cacc288a5,Bug,Minor,[]
58c11ae611e1802cacc288f5,Improvement,Trivial,[]
58c11aec11e1802cacc28958,Bug,Major,[]
58c11af311e1802cacc289a5,Bug,Major,[]
58c11af911e1802cacc289f3,Bug,Minor,[]
58c11afe11e1802cacc28a3b,Improvement,Minor,[]
58c11b0611e1802cacc28b06,New Feature,Minor,[]
58c11b0e11e1802cacc28b79,Bug,Major,[]
58bfd3fb0ccb2667fe277ace,Bug,Minor,['scripts']
58bfd4040ccb2667fe277c31,Bug,Major,[]
58bfd40b0ccb2667fe277d49,Bug,Major,['server']
58bfd4140ccb2667fe277ea5,Improvement,Minor,[]
58bfd41f0ccb2667fe2780a4,Bug,Major,['java client']
58bfd4280ccb2667fe2781e0,Bug,Major,['quorum']
58bfd4300ccb2667fe2782ac,Sub-task,Trivial,['c client']
58bfd4390ccb2667fe278448,Task,Minor,['documentation']
58c11b2111e1802cacc28d14,Bug,Trivial,[]
58c11b5411e1802cacc28ff0,Improvement,Minor,[]
58c11b6811e1802cacc2913f,Bug,Trivial,[]
58c11ba411e1802cacc293f2,Improvement,Minor,[]
58c11bce11e1802cacc296ef,Improvement,Major,[]
58c11c3811e1802cacc29dc1,Task,Minor,[]
58c11b1911e1802cacc28c8d,Bug,Major,[]
58c11b1d11e1802cacc28cce,Bug,Major,[]
58c11b2511e1802cacc28d66,Improvement,Minor,[]
58c11b2911e1802cacc28db1,Improvement,Minor,[]
58c11b2f11e1802cacc28e7d,Improvement,Major,[]
58c11b3311e1802cacc28ecf,Sub-task,Major,[]
58c11b3811e1802cacc28f05,Bug,Critical,[]
58c11b4c11e1802cacc28f57,Bug,Major,[]
58c11b5a11e1802cacc2902b,New Feature,Major,[]
58c11b6311e1802cacc290e8,New Feature,Trivial,[]
58c11b8011e1802cacc29203,Bug,Trivial,[]
58c11b8611e1802cacc2923d,Sub-task,Major,[]
58c11b8d11e1802cacc29286,Bug,Major,[]
58c11b9611e1802cacc29304,Bug,Major,[]
58c11ba311e1802cacc293e9,Improvement,Major,[]
58c11bab11e1802cacc29476,Improvement,Minor,[]
58c11bb211e1802cacc294e7,Improvement,Minor,[]
58c11bb611e1802cacc29522,New Feature,Minor,[]
58c11bbc11e1802cacc29596,Improvement,Minor,[]
58c11bc011e1802cacc295e0,Bug,Minor,[]
58c11bc611e1802cacc29634,Bug,Minor,[]
58c11bcc11e1802cacc296b5,Improvement,Minor,[]
58c11bd311e1802cacc29735,Improvement,Major,[]
58c11bd811e1802cacc29792,Bug,Major,[]
58c11be011e1802cacc2981b,Improvement,Minor,[]
58c11bf511e1802cacc2996b,Wish,Minor,[]
58c11bfb11e1802cacc299b1,Improvement,Major,[]
58c11bff11e1802cacc29a03,Bug,Major,[]
58c11c0511e1802cacc29a99,Bug,Minor,[]
58c11c0911e1802cacc29acd,Bug,Major,[]
58c11c0f11e1802cacc29b4c,Bug,Major,[]
58c11c1311e1802cacc29bb6,Bug,Major,[]
58c11af711e1802cacc289de,Bug,Major,[]
58c11b1511e1802cacc28c32,Bug,Major,[]
58c11b1a11e1802cacc28ca2,Improvement,Minor,[]
58c11b2011e1802cacc28d0d,Improvement,Major,[]
58c11b2711e1802cacc28d8f,Wish,Trivial,[]
58c11b2a11e1802cacc28dcd,Improvement,Major,[]
58c11b2f11e1802cacc28e83,Improvement,Minor,[]
58c11b3411e1802cacc28edc,Sub-task,Major,[]
58c11b4911e1802cacc28f3d,Bug,Minor,[]
58c11b4e11e1802cacc28f77,Improvement,Minor,[]
58c11b5c11e1802cacc29088,Improvement,Minor,[]
58c11b6711e1802cacc2912a,Task,Minor,[]
58c11b7611e1802cacc2917f,Improvement,Trivial,[]
58c11b7a11e1802cacc291bf,Bug,Blocker,[]
58c11b7d11e1802cacc291dd,Improvement,Major,[]
58c11b8711e1802cacc29244,Sub-task,Major,[]
58c11b8d11e1802cacc2928a,Wish,Minor,[]
58c11b9211e1802cacc292d2,Bug,Major,[]
58c11b9611e1802cacc2930b,Sub-task,Minor,[]
58c11b9e11e1802cacc29378,Improvement,Major,[]
58c11ba411e1802cacc293fe,Improvement,Trivial,[]
58c11bb211e1802cacc294ef,Bug,Major,[]
58c11bb711e1802cacc2953f,Bug,Major,[]
58c11bbb11e1802cacc2958a,Improvement,Minor,[]
58c11bc011e1802cacc295e8,Improvement,Trivial,[]
58c11bc911e1802cacc2967d,Bug,Major,[]
58c11bd511e1802cacc29747,Sub-task,Minor,[]
58c11bdd11e1802cacc297e4,Bug,Major,[]
58c11be111e1802cacc29825,Bug,Major,[]
58c11bec11e1802cacc298dc,New Feature,Major,[]
58c11bf411e1802cacc2995e,Bug,Major,[]
58c11bf711e1802cacc2998d,Bug,Minor,[]
58c11c0111e1802cacc29a28,Bug,Major,[]
58c11c0711e1802cacc29ab2,Wish,Minor,[]
58c11c0e11e1802cacc29afe,Improvement,Major,[]
58c11c1211e1802cacc29b8c,Bug,Major,[]
58c11c1811e1802cacc29bcb,Wish,Minor,[]
58c11c1d11e1802cacc29c0b,Bug,Trivial,[]
58c11c2211e1802cacc29c74,Task,Minor,[]
58c11c2711e1802cacc29cc4,New Feature,Minor,[]
58c11c2d11e1802cacc29d2a,Bug,Minor,[]
58c11c3111e1802cacc29d59,Bug,Major,[]
58c11c3611e1802cacc29daa,Bug,Major,[]
58c11c3b11e1802cacc29deb,Bug,Trivial,[]
58c11c4311e1802cacc29e5b,Bug,Minor,[]
58c11c4911e1802cacc29e89,New Feature,Trivial,[]
58c11c4b11e1802cacc29ea2,Bug,Major,[]
58c11c5111e1802cacc29f34,Bug,Major,[]
58c11c5511e1802cacc29f86,Improvement,Minor,[]
58c11c5a11e1802cacc29fc6,Bug,Minor,[]
58c11c5e11e1802cacc29ff9,Bug,Major,[]
58c11c6411e1802cacc2a02e,Bug,Major,[]
58c11c6a11e1802cacc2a06c,Wish,Minor,[]
58c11c6f11e1802cacc2a0ab,Improvement,Minor,[]
58c11c7311e1802cacc2a10a,Sub-task,Major,[]
58c11c7711e1802cacc2a161,Wish,Minor,[]
58c11c7c11e1802cacc2a1af,Bug,Major,[]
58c11c8211e1802cacc2a206,Improvement,Major,[]
58c11c8511e1802cacc2a24f,Improvement,Minor,[]
58c11c8b11e1802cacc2a2ce,Bug,Major,[]
58c11c9c11e1802cacc2a3c0,Bug,Minor,[]
58c11ca411e1802cacc2a417,Sub-task,Trivial,[]
58c11ca811e1802cacc2a442,Bug,Major,[]
58c11cba11e1802cacc2a530,New Feature,Minor,[]
58c11cc711e1802cacc2a5de,Improvement,Trivial,[]
58c11ccc11e1802cacc2a660,Sub-task,Trivial,[]
58c11cd511e1802cacc2a6af,Wish,Minor,[]
58c11ce411e1802cacc2a796,Improvement,Major,[]
58c11ce811e1802cacc2a7f3,Improvement,Minor,[]
58c11cf111e1802cacc2a844,Bug,Trivial,[]
58c11cfb11e1802cacc2a89c,Task,Trivial,[]
58c8d8be1cf3f06cf158fbd9,Improvement,Minor,['Core']
58c8d8c21cf3f06cf158fbf9,Bug,Trivial,['Core']
58c8d8c71cf3f06cf158fc14,Bug,Major,['Core']
58c8d8cc1cf3f06cf158fc2e,Bug,Major,['Core']
58c8d8d01cf3f06cf158fc43,Bug,Major,['Core']
58c8d8d31cf3f06cf158fc55,Improvement,Minor,['Core']
58c8d8d91cf3f06cf158fc75,Improvement,Minor,['Core']
58c8d8e11cf3f06cf158fc91,Improvement,Minor,['Core']
58c8d8e61cf3f06cf158fca5,Improvement,Minor,['Ant']
58c8d8ee1cf3f06cf158fcda,New Feature,Major,['Core']
58c8d8f21cf3f06cf158fcf7,New Feature,Major,[]
58c8d8f71cf3f06cf158fd1b,New Feature,Major,['Core']
58c8d8fb1cf3f06cf158fd43,Improvement,Minor,['Core']
58c8d9031cf3f06cf158fd76,Bug,Minor,['Core']
58c8d9071cf3f06cf158fd8c,Bug,Major,['Core']
58c8d90c1cf3f06cf158fdab,New Feature,Major,['Ant']
58c8d9121cf3f06cf158fdd4,New Feature,Major,[]
58c8d9161cf3f06cf158fdfb,Bug,Major,"['Ant', 'Core']"
58c8d91c1cf3f06cf158fe1d,Bug,Major,['Core']
58c8d91f1cf3f06cf158fe37,Bug,Minor,['Core']
58c8d9241cf3f06cf158fe57,Bug,Major,[]
58c8d9281cf3f06cf158fe77,Bug,Major,['Ant']
58c8d92c1cf3f06cf158fe8c,Bug,Minor,['Core']
58c8d9311cf3f06cf158fea4,Improvement,Major,[]
58c8d9361cf3f06cf158febe,Improvement,Major,[]
58c8d93a1cf3f06cf158fedc,New Feature,Major,['Ant']
58c8d93d1cf3f06cf158fef0,New Feature,Major,['Core']
58c8d9411cf3f06cf158ff1e,Improvement,Major,['Core']
58c8d9461cf3f06cf158ff3f,Improvement,Minor,['Core']
58c8d9491cf3f06cf158ff5a,Bug,Major,[]
58c8d94d1cf3f06cf158ff6d,Bug,Major,['Core']
58c8d9511cf3f06cf158ff9a,Bug,Major,['Ant']
58c8d9551cf3f06cf158ffba,Bug,Major,[]
58c8d95b1cf3f06cf158ffe7,Bug,Minor,['Core']
58c8d9601cf3f06cf1590006,Improvement,Minor,['Core']
58c8d9631cf3f06cf1590017,New Feature,Major,['Core']
58c8d9661cf3f06cf1590028,Improvement,Major,['Ant']
58c8d9691cf3f06cf1590040,Improvement,Minor,['Core']
58c8d96c1cf3f06cf1590069,Bug,Major,['Core']
58c8d9701cf3f06cf159008d,Bug,Major,[]
58c8d9741cf3f06cf15900ae,New Feature,Major,['Core']
58c8d9791cf3f06cf15900d8,Improvement,Minor,['Core']
58c8d97d1cf3f06cf1590100,Improvement,Major,[]
58c8d9831cf3f06cf1590129,Improvement,Trivial,[]
58c8d9871cf3f06cf1590144,Improvement,Major,[]
58c8d98c1cf3f06cf159016c,Improvement,Major,[]
58c8d98f1cf3f06cf159018f,Bug,Major,['Core']
58c8d9941cf3f06cf15901b4,Improvement,Minor,"['Ant', 'Core']"
58c8d9971cf3f06cf15901d1,Bug,Major,[]
58c8d99c1cf3f06cf15901f4,Bug,Major,['Core']
58c8d9af1cf3f06cf159020f,Improvement,Major,['Ant']
58c8d9b51cf3f06cf1590224,Task,Trivial,[]
